website;performance;accessibility;seo;best-practices
retkikartta.fi;0.9;0.9;0.8;0.93
malatyacadde.com;0.81;0.87;0.92;0.87
christian-dogma.com;0.62;0.79;0.92;0.67
pclicious.net;0.71;0.82;0.92;0.87
forums.canadiancontent.net;0.91;0.86;1;0.93
lifestyle.bg;0.72;0.88;0.83;0.8
elderecho.online;0.24;0.71;0.92;0.87
farvater.travel;0.8;0.87;0.91;0.73
paperhelp.org;0.86;0.77;0.92;0.73
tazehkar.com;0.87;0.84;0.83;0.8
indies-av.co.jp;0.49;0.76;0.83;0.67
instanik.com;0.87;0.87;0.92;1
flobooks.in;0.36;0.79;0.92;0.73
cenoteka.rs;0.89;0.84;1;0.87
artzolo.com;0.6;0.88;0.92;0.67
lamassu.is;0.87;0.7;0.73;0.8
lybrary.com;1;0.97;1;1
raj.bet;0.67;0.75;0.92;0.87
laequitativa.com.ar;0.44;0.88;0.67;0.93
maharashtratimes.com;0.31;0.82;0.83;0.63
strivesacademy.com;1;0.97;0.91;1
oberson.com;0.26;0.74;1;0.87
heidelberg24.de;0.99;0.94;0.92;0.81
canzmarketing.com;0.93;0.88;0.75;0.8
w3webschool.com;0.71;0.88;0.83;0.6
100homemade.com;0.87;0.52;0.83;0.73
anunciase.com;0.84;0.87;0.91;0.8
man-eco.ru;0.77;0.86;0.83;0.73
redesworld.com;0.93;0.94;1;0.87
thehornnews.com;0.83;0.84;0.67;0.8
mamaplaats.nl;0.78;0.82;0.82;0.73
zinc.work;0.71;0.86;0.82;0.8
curriculum.mobi;0.43;0.62;1;0.87
git-activity.neonewstoday.com;0.93;0.94;0.73;0.8
benidormseriously.com;0.28;0.88;0.75;0.67
simicart.com;0.85;0.78;0.91;0.87
kulshe.com;0.77;0.89;0.92;0.87
qoo10.sg;0.79;0.62;0.83;0.8
roosterteeth.com;0.31;0.74;0.83;0.93
christianheadlines.com;0.91;0.55;0.82;0.67
sm3ha.org;1;1;1;1
paf.com;0.42;0.69;0.92;0.73
navjivanindia.com;0.99;0.76;0.92;0.8
opovo.com.br;0.86;0.66;0.91;0.53
pogo.com;0.97;0.94;1;0.93
spbrealty.ru;0.49;0.68;0.82;0.67
bajajfinservhealth.in;0.76;0.83;0.91;0.8
muctr.ru;0.47;0.72;0.82;0.67
desserto.com.mx;0.94;0.96;1;0.93
fonq.nl;0.88;0.85;0.83;0.87
pillarboxblue.com;0.94;0.98;0.92;1
brokernotes.co;1;0.86;0.92;0.93
hindustantimes.com;0.92;0.79;0.92;0.87
barta24.com;0.43;0.73;0.75;0.6
blacksea.net.ua;0.61;0.74;0.92;0.87
gizbot.com;0.95;0.8;0.83;0.8
toronews.net;0.8;0.64;0.83;0.67
learnjavascript.online;1;1;1;1
trovo.live;0.47;0.72;0.91;0.8
lsn.com;0.85;0.92;0.83;1
slovaronline.com;0.48;0.93;0.91;0.73
weprik.net;1;0.89;1;0.87
pwabuilder.com;0.73;1;0.9;0.93
cepymenews.es;0.79;0.64;0.75;0.87
mitotalplay.com.mx;0.68;0.74;1;1
idtube.me;0.82;0.7;0.92;0.67
codeturkiye.com;0.96;0.95;0.83;0.8
earnkaro.com;0.7;0.74;0.83;0.67
loteriasdehoy.co;0.99;1;0.92;1
mcebiscoo.com;0.64;0.65;0.55;0.8
studyhippo.com;0.99;0.85;0.92;0.93
nl.aanzee.com;0.86;0.97;1;0.8
dcmais.com.br;0.67;0.89;0.67;0.87
seoforums.uk;0.94;0.95;0.92;1
lalacomputer.com;0.86;0.89;0.92;0.93
aksigorta.com.tr;0.67;0.58;0.83;0.8
ufazeed.com;0.76;0.72;0.82;0.87
curlcentric.com;0.96;0.97;1;0.93
drivezy.com;0.6;0.73;0.91;0.73
ximnet.com.my;0.55;0.59;0.73;0.73
jessicagavin.com;1;0.93;1;1
schlotterer.com;0.9;0.88;0.92;1
qbz.gov.al;0.85;0.76;0.82;0.8
trinet.com;0.77;0.89;0.92;0.67
public.app;0.89;0.81;0.92;1
torob.com;0.89;0.84;0.92;0.93
notdrink.ru;0.99;0.95;1;1
miramistin.ru;0.85;0.77;1;0.73
szabadeuropa.hu;0.89;0.76;0.92;0.87
yogile.com;0.85;0.56;0.73;0.8
readytofind.com;0.92;1;0.83;1
allbad.cards;0.84;0.78;0.82;0.8
nl.volleyballworld.com;0.93;0.96;0.92;0.87
pakistansolartraders.com;0.98;0.88;0.83;1
grefexdigital.com;0.85;0.93;0.92;0.8
milligram.io;0.97;0.95;0.82;1
selina.com;0.67;0.92;1;0.87
ulanmedia.ru;0.6;0.8;0.82;0.67
kardan.mano.ir;0.6;0.96;0.92;0.73
worten.es;0.9;0.82;0.83;0.75
lisasdinnertimedish.com;0.99;0.96;0.92;0.93
editage.com;0.85;0.86;1;0.87
edelstahl-tuerklingel.de;0.75;0.78;0.92;0.93
moscow-brides.com;0.98;0.97;0.92;1
gemioli.com;0.84;0.96;1;0.93
ziaja.com;0.35;0.76;0.82;0.8
simedarbyproperty.com;0.32;0.6;0.91;0.73
elconsolto.com;0.66;0.91;0.83;0.8
programacionymas.com;0.97;0.76;0.91;0.87
15minutefun.com;0.98;0.85;0.92;0.8
ebay.com;0.75;0.97;0.91;0.81
fressnapf.de;0.82;0.82;1;0.93
alexia.fr;0.97;1;1;1
mlssoccer.com;0.49;0.77;0.92;0.87
budujesz.pl;1;0.69;0.91;0.8
ma-no.org;0.99;0.79;0.92;0.8
superbrightleds.com;0.79;0.75;0.73;0.73
on-magazine.co.uk;0.96;0.95;0.75;0.75
devialet.com;0.89;0.97;0.83;0.93
start.me;0.71;0.73;0.83;0.8
greatitalianchefs.com;0.35;0.74;0.83;0.8
unusualtraveler.com;0.95;0.97;0.92;1
irankeshavarzi.com;0.41;0.55;0.92;0.67
elchubut.com.ar;0.57;0.8;0.83;0.73
thegay.com;0.92;0.83;0.82;0.87
phew.tw;0.91;0.79;0.91;0.73
archive.theknowledgegroup.org;0.77;0.89;0.75;0.73
featuremonkey.com;0.77;0.98;1;0.93
sarahaa.com;0.81;0.57;0.82;0.67
curiotube.com;0.54;0.7;1;0.73
princesscasino.ro;0.44;0.76;1;0.8
ialc.org;0.96;0.93;0.92;0.93
elazigonline.com;0.84;0.85;1;0.8
daynauan.info.vn;0.62;0.88;0.92;0.93
smusic.ir;0.91;0.86;1;0.8
kancelaria-prawna.uk;0.97;1;1;0.93
worldrenew.net;0.85;0.77;0.58;1
jolicloset.com;0.88;0.88;0.83;0.87
o-uccino.com;0.66;0.78;1;0.8
rue89strasbourg.com;0.49;0.87;0.92;0.8
vbox7-mp3.info;0.98;0.97;1;0.73
drwindows.de;0.97;0.78;1;0.8
khaledalsabt.com;0.77;0.8;1;0.8
athletekorea.com;0.44;0.43;0.64;0.6
novinleather.com;0.37;0.48;0.82;0.67
dnepr.info;0.9;0.82;0.92;0.6
stephiecooks.com;0.86;0.94;1;0.93
travelnoire.com;0.88;0.83;0.91;1
eventertainmentbiz.com;0.96;0.99;0.91;0.93
achareh.ir;0.95;0.7;0.92;0.8
invictastores.com;1;0.79;1;0.87
seguidores.com.br;0.99;0.93;1;1
hdpornos.net;1;0.98;1;0.93
krakenlyrics.com;0.87;0.83;0.83;1
meisamatr.com;0.42;0.62;0.82;0.8
deadline.com;0.93;0.94;0.83;0.73
courrierinternational.com;0.98;0.58;0.83;0.8
thelifeerotic.com;0.95;0.78;0.82;1
elsol.com.ar;0.78;0.75;0.92;0.8
irk.today;0.85;0.94;0.92;0.93
powermetercity.com;0.98;0.89;0.92;0.87
baigenews.kz;0.11;0.79;0.82;0.73
missomister.com;0.79;0.89;0.92;0.87
kirbychandler.com;0.72;0.98;0.8;0.8
asrtabriz.com;0.43;0.63;0.83;0.67
relojes-especiales.com;0.9;0.86;1;0.73
explorist.life;0.91;0.94;0.75;0.87
alleyelashes.com;0.83;0.95;1;0.87
dmc.org;0.73;0.98;1;0.73
karamansondakka.com;0.66;0.77;0.92;0.8
seelatest.com;0.72;0.78;1;0.67
textscompare.com;1;1;0.8;0.93
notesofnomads.com;1;0.98;0.91;1
texasguntalk.com;0.42;0.98;0.92;0.67
newsbytesapp.com;0.96;0.95;1;0.88
myfreeblack.com;0.97;0.85;0.92;0.8
mbib.ru;0.86;0.84;1;0.8
justfashionnow.com;0.49;0.52;0.75;0.73
showbizz.net;0.64;0.98;1;0.93
tubidy.blue;0.9;0.69;0.82;0.8
toplessrobot.com;0.83;0.47;0.83;0.8
noguiltlife.com;0.95;0.83;0.92;0.8
fnsea.fr;0.82;0.44;0.92;0.73
chapmoto.com;0.97;1;1;0.93
notaries.com;0.81;0.96;1;0.93
leap.ly;0.76;0.58;0.82;0.87
tarantino-family.com;0.52;0.7;0.91;0.67
wandisco.com;0.96;0.97;0.82;0.87
kraemer.de;0.6;0.87;0.75;0.87
leifheit.de;0.44;0.78;0.92;0.73
mon-entreprise.fr;0.6;0.77;0.82;0.87
large.nl;0.9;0.79;0.83;0.87
szafa.pl;0.74;0.79;0.92;0.8
frisbi24.ru;0.65;0.7;1;0.87
corriereromagna.it;0.95;0.91;1;0.87
cmhahelps.com;1;0.92;0.91;0.87
pegasusrefinishing.com;0.68;0.85;0.67;0.8
lifehackerka.ru;0.86;0.76;1;0.87
englishtipsforyou.com;0.82;0.74;0.92;0.73
shoresresort.com;0.71;0.94;0.83;0.8
bjjfanatics.com;0.47;0.88;0.92;0.6
zibama.com;0.59;0.7;0.82;0.8
blogsaays.com;0.88;0.92;1;0.87
homeworkneeded.com;0.97;0.77;0.91;0.8
secretldn.com;0.92;0.9;0.92;0.87
nordiskfilm.com;0.79;0.45;0.92;0.93
secretprojects.co.uk;0.88;0.92;1;1
fastandup.in;0.1;0.68;0.75;0.67
monclernederland.nl;0.77;0.71;0.91;0.87
morrissey-solo.com;0.8;0.91;1;0.81
buffy.co;0.67;0.95;1;0.93
privacypros.io;0.99;0.98;0.92;0.87
pickr.com.au;0.76;0.94;0.92;1
appraisersforum.com;0.77;0.61;0.92;0.73
radiozamaneh.com;0.98;0.98;1;1
a-otvet.ru;0.85;0.8;0.91;0.93
pogoda.co.il;0.99;0.69;0.92;0.67
ischool.co.jp;0.68;0.96;1;0.93
inmak.net;0.89;0.84;0.91;0.93
finewoodworking.com;0.83;0.7;0.75;0.8
specshop.pl;0.87;0.73;0.92;0.73
gem4me.com;0.74;0.95;1;0.87
hawksey.info;0.89;0.91;0.82;0.8
doz.pl;0.91;0.97;1;0.73
view-page-source.com;0.85;0.89;1;0.87
offmp3.com;0.99;0.98;1;0.93
pornq.com;0.91;0.52;0.75;0.6
wirtschaftsfoerderung-hannover.de;0.81;0.72;0.83;0.87
app.simplenote.com;0.99;0.88;0.9;1
mbbspost.com;0.75;0.84;0.82;0.93
sportset.net;0.66;0.81;1;0.73
astonhotelsinternational.com;0.96;0.98;1;0.93
daisiesandpie.co.uk;0.99;0.98;1;1
modpodgerocksblog.com;0.82;0.95;1;0.93
pochivka.bg;0.9;0.92;1;0.8
amenteemaravilhosa.com.br;0.93;0.96;1;0.8
mstaml.com;0.99;0.94;1;0.93
sbbcargo.com;0.97;1;0.91;1
brightery.com;0.98;0.88;0.92;0.73
moguldom.com;0.8;0.87;0.75;0.73
fo.am;1;0.84;0.9;1
writeanypapers.com;1;0.93;1;0.87
electionscience.org;0.97;0.76;0.83;0.73
joomi.ir;0.68;0.94;0.92;0.8
ziraatkatilim.com.tr;0.79;0.69;0.92;0.93
atupgraded.co;0.51;0.75;0.8;0.8
madeinsport.com;0.55;0.65;1;0.87
geografixx.com;0.63;0.82;0.83;0.67
queue-it.com;0.96;0.96;0.83;0.93
titanfx.com;0.97;0.95;0.92;0.93
wingardhs.se;0.98;1;0.92;0.93
westernunion.com;0.63;0.83;0.83;0.73
confaelshop.ru;0.73;0.77;0.82;0.73
passthesushi.com;0.98;0.98;1;0.93
code-knacker.de;0.96;0.81;1;0.93
allesoversport.nl;0.84;0.97;1;0.87
vita4you.gr;0.97;0.75;0.92;0.8
popcornstore.com.hk;0.44;0.84;0.83;0.6
ukrafoto.net;0.97;0.75;1;0.6
cosmossport.gr;0.93;0.54;0.92;0.8
synerise.com;0.9;0.85;0.83;0.8
a-coding-project.de;0.98;0.98;1;1
uncyclopedia.org;0.99;0.88;0.91;1
brainberries.co;0.97;0.74;0.83;0.8
enseme.com;0.98;0.98;0.9;0.93
everyeye.it;0.76;0.84;0.92;0.93
collectifs-locaux-alternatiba-anv.gogocarto.fr;0.8;0.94;0.91;0.87
forever21.in;0.75;0.73;0.92;0.6
indexsignal.com;0.8;0.86;0.73;1
techtimes.vn;0.67;0.87;0.92;0.8
wifigid.ru;0.63;0.84;0.92;0.8
fronda.pl;0.74;0.95;0.91;0.8
abandonedspaces.com;0.71;0.96;1;0.87
clicavisos.com.ar;0.47;0.81;0.67;0.67
sondakika7.com;0.59;0.8;1;0.8
deshdoot.com;0.72;0.62;0.83;0.67
icbse.com;0.94;0.88;1;0.87
doen.nl;0.93;0.95;0.75;1
tamperelainen.fi;0.76;0.8;0.91;0.67
foxvalleyparkdistrict.org;0.75;0.94;0.92;0.93
daytum.com;0.99;0.91;0.89;1
drinksdirect.com;0.99;0.75;1;0.8
kouvolansanomat.fi;0.78;0.86;1;0.87
mythreecents.com;0.84;0.64;0.82;0.8
acdx.io;0.67;0.85;0.73;1
linx.com.br;0.79;0.87;0.83;0.73
eghtesaad24.ir;0.91;0.59;0.83;0.8
ebuxxx.net;0.98;1;1;0.73
mymovierack.com;0.98;0.88;0.83;0.67
belot.bg;0.83;0.87;0.83;0.8
mobiworkx.com;0.57;0.94;0.9;0.87
pestanacollection.com;0.86;0.81;0.83;0.73
tetherland.net;0.86;0.77;0.83;0.87
gamebucks.io;0.98;0.58;0.91;0.67
phdtest.ir;0.73;0.82;0.75;0.87
metalroofing.com;0.84;0.87;0.82;0.73
globalfestivalofaction.org;0.68;0.96;1;0.8
philadelphiaunion.com;0.75;0.71;0.75;0.67
inman.com;0.69;0.73;0.75;0.73
youverify.co;0.5;0.72;0.8;0.93
melty.fr;0.8;0.9;1;0.87
reklam.com.tr;0.88;0.55;0.91;0.8
mnogomebeli.com;0.66;0.7;0.91;0.73
perenews.com;0.8;0.77;0.83;0.8
996.icu;0.99;0.93;0.9;1
meczyki.pl;0.93;0.81;0.92;0.73
ar.muqri.com;0.99;0.75;1;0.93
adam.ai;0.47;0.9;0.83;0.87
tallinn-airport.ee;0.74;0.86;1;0.73
fm103.com.br;0.62;0.65;0.83;0.87
lavozdegalicia.es;0.32;0.62;0.82;0.73
stiridiaspora.ro;0.86;0.82;0.83;0.73
insideiim.com;0.97;0.73;0.82;0.8
trukky.com;0.99;0.78;0.83;0.93
quotery.com;0.97;0.97;1;0.93
free-otvet.ru;0.8;0.8;0.91;0.93
ecophon.com;0.97;0.88;0.82;0.8
thesweetestoccasion.com;1;0.98;1;0.93
conversor-de-medidas.com;0.99;0.82;0.91;0.93
elvocero.com;0.9;0.81;0.75;0.87
janmediatv.com;0.46;0.83;0.92;0.73
savonsanomat.fi;0.65;0.94;1;0.87
vidaativa.pt;0.7;0.94;0.92;0.67
miinto.dk;0.83;0.68;0.91;0.73
zingbus.com;0.63;0.62;0.82;0.93
napolilaw.com;0.62;0.82;0.83;0.73
delo.si;0.76;0.86;0.91;0.67
rockmetalshop.pl;0.85;0.8;0.92;0.6
loperonline.com;0.99;0.76;1;0.87
gomrok98.com;0.69;0.69;0.83;0.8
insidethestar.com;0.65;0.86;0.92;0.8
studiosamo.it;0.66;0.96;1;0.67
ftshp.co.uk;0.85;0.86;0.91;0.93
javatpoint.com;0.97;0.93;1;0.67
qoala.app;0.45;0.71;0.75;0.87
opoyi.com;0.84;0.6;0.92;1
treadmilldoctor.com;0.98;0.84;0.91;0.93
hyva.com;0.48;0.88;0.83;0.93
progorod76.ru;0.57;0.7;0.83;0.67
bw24.de;0.99;0.96;0.92;0.88
hygienesuppliesdirect.com;0.97;0.67;0.83;0.87
lunyr.com;0.47;0.79;0.7;0.93
codeby.net;0.94;0.75;0.91;0.87
portal.mrgreat.org;0.73;0.79;0.73;0.93
makeuptalk.com;0.82;0.87;0.75;0.67
livenation.co.uk;0.99;0.9;0.91;0.87
fantasycritic.games;0.53;0.77;0.82;0.87
kanmani.com;0.82;0.37;0.82;0.93
housesumo.com;0.62;0.8;1;0.87
burstsms.com.au;0.77;0.92;0.82;0.93
ecc.co.id;0.66;0.86;0.91;0.87
wetterauer-zeitung.de;0.98;0.99;0.92;0.88
drhonow.com;0.64;0.7;0.75;0.6
cutlerhomes.com;0.57;0.95;0.73;0.73
editor-911.com;0.95;0.88;0.82;0.93
homelook.it;0.61;0.77;0.82;0.67
iheartpodcastnetwork.com;0.76;0.76;0.8;0.87
europassistance.it;0.46;0.65;0.83;0.6
mobilesmspk.net;0.85;0.84;1;0.73
viennapass.de;0.99;0.98;0.92;0.87
farajiacademy.com;0.61;0.74;0.92;0.8
andrewlock.net;1;0.95;1;0.93
oliversapparel.com;0.99;0.89;1;1
wego.co.in;0.69;0.81;0.83;0.73
myturnforus.com;1;0.95;0.83;1
hufgefluester.eu;0.4;0.65;0.8;0.6
mdbr.it;0.62;0.76;0.92;0.8
j-express.id;0.44;0.74;0.73;0.8
astv.ru;0.67;0.5;0.82;0.6
bakala.org;0.54;0.49;0.91;0.8
glengoyne.com;0.96;0.97;0.91;0.87
dk.com;0.88;0.84;1;0.8
rucriminal.info;0.92;0.8;0.82;0.73
vaskar.in;0.71;0.88;0.83;0.8
wij-techniek.nl;0.99;0.9;1;0.87
ohmrstucker.com;0.89;0.98;0.91;0.8
panpacific.com;0.3;0.75;0.73;0.6
onestockhome.com;0.51;0.7;0.82;0.73
savethevideo.com;1;0.96;1;1
ijebuloaded.com;0.82;0.83;1;0.73
mt.de;0.87;0.74;0.82;0.8
ashleystewart.com;0.56;0.85;0.91;0.67
autocompara.com;0.8;0.85;0.92;0.6
w3newspapers.com;0.99;0.79;1;0.93
demo.filestash.app;1;0.98;1;0.93
mapsnbags.com;1;0.97;1;0.93
opto.net.in;0.97;0.97;1;0.93
kservicing.com;1;0.98;0.9;1
moxfield.com;0.94;1;1;1
teias.gov.tr;0.48;0.85;1;0.87
infinitidesign.it;0.85;0.9;0.92;0.8
in.via.com;0.62;0.7;0.64;0.67
bryanlrobinson.com;0.99;0.89;1;0.93
3rab-naar.com;0.96;0.96;1;0.93
kolmarden.com;0.71;0.7;0.91;0.8
obozfootwear.com;0.32;0.95;0.75;0.67
colossusbets.com;0.23;0.81;0.82;0.73
supersales.nl;0.97;0.66;0.92;0.8
psp-pro.ru;0.89;0.86;0.83;0.8
energiepower.net;0.74;0.98;0.83;0.93
filamentgroup.com;1;0.97;1;1
manor.ch;0.54;0.63;0.91;0.6
autocreditexpress.com;0.75;0.81;0.83;0.73
51.79.239.232;0.59;0.62;0.75;0.6
10bye.com;0.66;0.89;1;0.8
tehlux.com;0.54;0.97;0.83;0.73
snipershide.com;0.54;0.86;0.92;0.93
naranja.com;0.72;0.98;1;0.8
baskiyap.com;0.78;0.78;0.92;0.73
gospelprime.com.br;0.94;0.6;0.92;0.73
soundcloud.com;0.73;0.7;0.91;0.8
karvitt.com;1;0.89;1;0.93
adultnode.com;0.95;0.89;0.82;0.87
percentil.com;0.76;0.77;0.83;0.93
successfactory.com;0.82;0.84;0.75;0.93
n.pornogo.tube;1;0.94;1;0.93
inran.it;0.68;0.88;1;0.67
oficinadepsicologia.com;0.45;0.87;1;0.8
loreal.com;0.93;0.78;0.92;0.87
riiha.ir;0.22;0.86;1;0.67
ohiostatefair.com;0.63;0.66;0.75;0.67
seedspost.ru;0.41;0.74;0.91;0.67
zerotackle.com;0.81;0.85;0.92;0.67
mainlinemenswear.co.uk;0.78;0.89;1;0.94
dravenstales.ch;0.68;0.76;0.83;0.8
afribaba.cf;0.85;0.82;1;0.87
latestgovtjobs.in;0.88;0.82;0.92;0.67
eldolar.live;0.91;0.78;0.91;0.6
qrz.ru;0.65;0.69;0.92;0.6
maltachamber.org.mt;0.75;0.61;0.8;0.67
kuzeyekspres.com.tr;0.78;0.8;1;0.87
lafayettehotelsd.com;0.61;0.98;0.83;0.53
canalplus.com;0.71;0.85;1;0.87
gamasexual.ru;0.97;1;1;0.8
cityof.com;0.8;0.94;0.91;0.93
visittallinn.ee;0.6;0.97;0.91;0.93
makkitv2.com;0.92;0.92;0.92;0.8
javaherbazar.com;0.75;0.76;1;0.73
yovizag.com;0.89;0.8;0.92;0.93
auxiliadorapredial.com.br;0.63;0.59;0.82;0.67
herewebook.dk;0.29;0.71;0.82;0.67
kopalnia.pl;0.73;0.96;1;0.8
unitedconsumers.com;0.98;0.9;1;1
maktabkhooneh.org;0.97;0.72;0.75;0.67
f1calendar.com;0.93;0.98;1;1
zubaircorp.com;0.73;1;1;1
dabchy.com;0.96;0.83;0.91;0.87
getslash.co;0.84;0.78;0.73;0.8
playdrift.com;1;0.69;1;0.67
emmiol.com;0.81;0.68;0.83;0.67
highstakesdb.com;0.98;1;1;1
lavozdecordoba.es;0.66;0.88;1;0.8
jamtangan.com;0.11;0.61;0.92;0.73
dld-conference.com;0.6;0.96;0.82;0.93
gjuhashqipe.com;0.98;0.94;0.91;1
latele.ch;0.99;0.97;1;0.93
wnp.pl;0.8;0.69;0.83;0.8
cms-lawnow.com;0.81;0.86;0.73;0.93
cargames.com;0.97;0.7;0.82;0.73
ocean-florida.co.uk;0.71;0.83;0.67;0.73
shahreahang.com;0.78;0.76;0.92;0.8
octafxmy.net;0.92;0.64;0.75;0.73
songwhip.com;1;1;1;1
zankyou.es;0.96;0.73;1;0.87
fourshop.ir;0.47;0.63;0.8;0.93
eksworkshop.com;0.56;0.8;0.91;0.93
maxmuscleelite.com;0.64;0.81;0.75;0.87
bexplus.com;0.92;0.8;0.82;0.67
irancook.ir;0.74;0.68;0.92;0.8
smooth.com.au;0.62;0.85;0.83;0.67
carap.ir;0.94;0.88;1;0.93
pochtabank.ru;0.74;0.6;0.82;0.8
spiritkita.com;0.52;0.57;0.83;0.73
firmy.cz;0.68;0.8;0.83;0.6
220-volt.ru;0.34;0.62;0.83;0.67
espncricinfo.com;0.52;0.84;0.92;0.87
nafeco.com;0.63;0.84;1;0.87
farsilynda.com;0.7;0.79;0.91;0.8
virtiv.de;0.93;0.7;0.92;0.8
naturesbasket.co.in;0.35;0.43;0.64;0.47
townandcountrytoday.com;0.96;1;1;0.67
timecity.ir;0.39;0.76;0.73;0.73
steaker.com;0.48;0.79;0.83;0.87
lilicloth.com;0.57;0.54;0.67;0.6
qifi.org;1;0.89;1;1
krumpli.co.uk;1;0.98;1;1
fashionchick.nl;0.89;0.94;0.92;0.87
ebilet.pl;0.91;0.82;1;0.8
phoenixnewtimes.com;0.74;0.63;0.83;0.67
thestoryshack.com;0.95;0.98;1;0.8
healyconsultants.com;0.78;0.75;1;0.8
mvtvn.com;1;0.89;0.82;1
cashback.co.il;0.66;0.88;0.92;0.87
bible-knowledge.com;0.99;0.97;0.92;0.93
daruclick.com;0.62;0.8;1;0.93
behtarino.com;0.78;0.8;0.92;0.93
fern.org;0.98;1;1;1
goteborgsvarvet.se;0.82;1;0.83;0.93
domoplius.lt;0.97;0.84;1;0.67
inovies.com;0.72;0.91;0.91;0.73
fx.co;0.99;0.75;0.82;1
nubuiten.nl;0.54;0.88;0.92;0.73
presseportal-schweiz.ch;0.97;0.98;1;0.87
vinetur.com;0.82;0.8;1;0.73
dreamvention.com;0.86;0.77;0.8;0.8
alsoug.com;0.97;0.47;0.92;0.73
gold.ua;0.65;0.82;0.92;0.6
buyacar.co.uk;0.5;0.83;0.83;0.73
gdziepolek.pl;0.92;0.77;0.92;0.8
uutisvuoksi.fi;0.86;0.86;1;0.87
sutterprofessional.it;0.53;0.86;0.91;0.8
babygizmo.com;0.96;0.98;1;1
tennisworldusa.org;0.98;0.88;1;0.93
urstyle.fashion;0.64;0.72;0.75;0.8
lotto432.com;0.64;0.83;0.82;0.93
fatgirlflow.com;0.65;0.93;0.82;0.87
carrodez.com.br;0.64;0.97;1;0.93
starship.org.nz;0.87;0.85;1;0.93
traforce.com;0.86;0.73;0.82;0.93
blog.dafu.cf;0.74;0.78;0.91;0.8
dbzeta.net;0.84;0.91;1;0.87
careersportal.ie;0.8;0.9;0.73;0.8
carolinapublicpress.org;0.78;0.89;0.92;0.87
ringingcedars.international;0.85;0.8;0.75;0.73
musicfoori.ir;0.98;0.76;1;0.87
smtper.net;0.99;0.89;1;0.93
techtobo.com;0.95;0.82;0.92;0.87
e-vrit.co.il;0.55;0.85;0.82;0.73
rigla.ru;0.43;0.83;0.92;0.73
xtranews.de;0.62;0.74;0.83;0.8
cccamia.com;0.86;0.83;0.83;0.93
clubworldranking.com;0.77;0.75;0.91;0.87
alisave.app;0.93;0.87;0.91;1
fancode.com;0.79;0.7;0.82;0.8
ambientweather.net;0.35;0.83;1;0.93
jetzt.de;0.95;0.97;1;0.87
kitamura-print.com;0.59;0.9;0.92;0.67
pikiran-rakyat.com;0.6;0.71;0.92;0.6
bennet.com;0.84;0.65;0.67;0.6
fixly.pl;0.99;0.8;1;0.93
999plumber.co.uk;0.93;0.92;0.82;0.8
texas.cl;0.97;0.79;0.83;0.87
childcarefinder.gov.au;0.69;0.9;1;0.87
icomparefx.com;0.92;0.95;0.92;0.93
head-phone.ir;0.61;0.8;0.92;0.73
traintimes.org.uk;1;1;0.9;1
imovirtual.com;0.78;0.63;0.83;0.8
tripswithtykes.com;0.95;0.95;1;1
www3.myflixer.ru;0.97;0.83;1;0.8
h2owireless.com;0.73;0.85;0.73;0.8
piedrangular.mx;0.48;0.8;0.75;0.87
vglive.no;0.94;0.65;0.92;0.87
bdfutbol.com;0.72;0.73;0.91;0.8
theinnerbeast.com;0.93;0.71;0.92;0.8
bengaluruairport.com;0.78;0.72;0.73;0.8
by-pink.com;0.94;0.95;0.83;1
campus-classics.com;0.64;0.83;0.83;0.8
fastcast4u.com;0.96;0.99;0.91;0.93
cybrhome.com;0.74;0.76;0.83;0.8
garshinka.ru;0.49;0.81;0.92;0.73
sootoday.com;0.89;0.98;1;0.73
liriklaguindonesia.net;0.99;0.88;1;0.8
nn.com;0.69;0.89;0.82;0.73
cookcraftlove.com;0.95;0.95;0.92;0.8
timerepublik.com;0.51;0.75;0.64;0.93
expeditionexchange.com;1;0.91;0.91;1
mahamayainternet.com;0.98;0.95;1;0.93
shirik.ir;0.7;0.84;1;0.87
hechingerreport.org;0.66;0.94;0.83;0.87
ed.team;0.22;0.81;0.91;0.8
tarpits.org;0.82;0.87;0.92;0.8
focuschina.com;0.57;0.73;0.67;0.8
ezyschooling.com;0.52;0.97;0.92;0.87
finheaven.com;0.66;0.97;1;0.87
motor.es;0.98;0.63;0.92;0.67
storyteller.travel;0.82;0.97;0.92;1
txxx.com;0.96;0.7;0.91;0.87
crazyfox.com;0.34;0.77;0.92;0.87
antronio.cl;0.93;0.95;0.82;0.73
onesweetappetite.com;0.98;0.98;0.92;1
odellprinting.com;0.61;0.87;0.75;0.87
zyro.com;1;0.82;0.83;1
websitedownloader.io;0.93;0.96;1;1
realites.com.tn;0.64;0.73;0.83;0.8
le-livre.fr;0.77;0.82;0.75;0.8
molomo.ru;0.99;0.75;1;0.8
romimo.ro;0.86;0.73;1;0.87
konopna-farmacja.com;0.76;0.69;0.92;0.67
arboristsite.com;0.88;0.88;0.82;0.93
eagletransporter.com;0.81;0.71;0.92;0.87
wwfoldschool.com;0.97;0.67;0.75;0.87
horoscope.fr;0.68;0.67;0.92;0.67
halmek.co.jp;0.36;0.84;0.83;0.6
allinclusivefilm.ru;1;0.86;0.83;0.8
intive.com;0.87;0.98;0.78;0.93
justmarkup.com;1;0.97;1;1
nordvpnteams.com;0.97;0.84;1;0.8
scandichotels.com;0.81;0.98;1;0.8
